,Date,Favorite,UnderDog,PointSpread,OverUnder,AwayTeamMoneyLine,HomeTeamMoneyLine,Season,home_team,away_team,home_fav,date_match,home_abbr,away_abbr
411,"September 18, 2017 8:30 PM",at Giants,Lions,-3.0,42.5,150,-160,2017,Giants,Lions,True,2017-09-18,NYG,DET
412,"September 21, 2017 8:25 PM",Rams,at 49ers,-3.0,40.5,-148,138,2017,49ers,Rams,False,2017-09-21,SF,LAR
413,"September 24, 2017 9:30 AM",Ravens,at Jaguars,-3.0,38.0,-160,150,2017,Jaguars,Ravens,False,2017-09-24,JAX,BAL
414,"September 24, 2017 1:00 PM",Browns,at Colts,-1.0,42.0,-105,-105,2017,Colts,Browns,False,2017-09-24,IND,CLE
415,"September 24, 2017 1:00 PM",Broncos,at Bills,-3.5,40.0,-170,160,2017,Bills,Broncos,False,2017-09-24,BUF,DEN
416,"September 24, 2017 1:00 PM",at Patriots,Texans,-13.5,44.5,700,-900,2017,Patriots,Texans,True,2017-09-24,NE,HOU
417,"September 24, 2017 1:00 PM",Dolphins,at Jets,-5.5,43.0,-220,200,2017,Jets,Dolphins,False,2017-09-24,NYJ,MIA
418,"September 24, 2017 1:00 PM",at Panthers,Saints,-5.0,46.5,205,-225,2017,Panthers,Saints,True,2017-09-24,CAR,NO
419,"September 24, 2017 1:00 PM",at Eagles,Giants,-5.0,42.0,195,-215,2017,Eagles,Giants,True,2017-09-24,PHI,NYG
420,"September 24, 2017 1:00 PM",Steelers,at Bears,-7.0,43.5,-300,270,2017,Bears,Steelers,False,2017-09-24,CHI,PIT
421,"September 24, 2017 1:00 PM",Falcons,at Lions,-3.0,50.5,-157,147,2017,Lions,Falcons,False,2017-09-24,DET,ATL
422,"September 24, 2017 1:00 PM",Buccaneers,at Vikings,-1.0,41.0,-105,-105,2017,Vikings,Buccaneers,False,2017-09-24,MIN,TB
423,"September 24, 2017 4:05 PM",at Titans,Seahawks,-2.5,41.5,118,-128,2017,Titans,Seahawks,True,2017-09-24,TEN,SEA
424,"September 24, 2017 4:25 PM",Chiefs,at Chargers,-3.0,47.5,-145,135,2017,Chargers,Chiefs,False,2017-09-24,LAC,KC
425,"September 24, 2017 4:25 PM",at Packers,Bengals,-7.0,47.5,300,-330,2017,Packers,Bengals,True,2017-09-24,GB,CIN
426,"September 24, 2017 8:30 PM",Raiders,at Commanders,-3.0,53.5,-173,163,2017,Commanders,Raiders,False,2017-09-24,WAS,LV
427,"September 25, 2017 8:30 PM",Cowboys,at Cardinals,-3.0,46.5,-146,136,2017,Cardinals,Cowboys,False,2017-09-25,ARI,DAL
428,"September 28, 2017 8:25 PM",at Packers,Bears,-7.0,44.0,315,-345,2017,Packers,Bears,True,2017-09-28,GB,CHI
429,"October 1, 2017 9:30 AM",Saints,at Dolphins,-4.0,52.0,-190,175,2017,Dolphins,Saints,False,2017-10-01,MIA,NO
430,"October 1, 2017 1:00 PM",Steelers,at Ravens,-3.5,42.0,-185,170,2017,Ravens,Steelers,False,2017-10-01,BAL,PIT
431,"October 1, 2017 1:00 PM",Titans,at Texans,-2.5,43.5,-140,130,2017,Texans,Titans,False,2017-10-01,HOU,TEN
432,"October 1, 2017 1:00 PM",Bengals,at Browns,-3.5,41.5,-170,160,2017,Browns,Bengals,False,2017-10-01,CLE,CIN
433,"October 1, 2017 1:00 PM",at Vikings,Lions,-2.5,43.5,135,-145,2017,Vikings,Lions,True,2017-10-01,MIN,DET
434,"October 1, 2017 1:00 PM",at Falcons,Bills,-8.0,48.0,328,-365,2017,Falcons,Bills,True,2017-10-01,ATL,BUF
435,"October 1, 2017 1:00 PM",at Patriots,Panthers,-9.0,48.0,410,-460,2017,Patriots,Panthers,True,2017-10-01,NE,CAR
436,"October 1, 2017 1:00 PM",Jaguars,at Jets,-4.0,38.5,-190,175,2017,Jets,Jaguars,False,2017-10-01,NYJ,JAX
437,"October 1, 2017 1:00 PM",at Cowboys,Rams,-5.5,50.5,215,-235,2017,Cowboys,Rams,True,2017-10-01,DAL,LAR
438,"October 1, 2017 4:05 PM",at Cardinals,49ers,-6.5,43.5,235,-255,2017,Cardinals,49ers,True,2017-10-01,ARI,SF
439,"October 1, 2017 4:05 PM",at Buccaneers,Giants,-2.5,45.5,120,-130,2017,Buccaneers,Giants,True,2017-10-01,TB,NYG
440,"October 1, 2017 4:05 PM",at Chargers,Eagles,-2.0,48.0,116,-126,2017,Chargers,Eagles,True,2017-10-01,LAC,PHI
441,"October 1, 2017 4:25 PM",at Broncos,Raiders,-3.5,43.5,170,-185,2017,Broncos,Raiders,True,2017-10-01,DEN,LV
442,"October 1, 2017 8:30 PM",at Seahawks,Colts,-12.0,41.5,650,-825,2017,Seahawks,Colts,True,2017-10-01,SEA,IND
443,"October 2, 2017 8:30 PM",at Chiefs,Commanders,-6.5,48.0,260,-290,2017,Chiefs,Commanders,True,2017-10-02,KC,WAS
444,"October 5, 2017 8:25 PM",Patriots,at Buccaneers,-3.5,54.5,-185,170,2017,Buccaneers,Patriots,False,2017-10-05,TB,NE
445,"October 8, 2017 1:00 PM",Jets,at Browns,-1.5,41.5,-120,110,2017,Browns,Jets,False,2017-10-08,CLE,NYJ
446,"October 8, 2017 1:00 PM",49ers,at Colts,-1.0,43.5,105,-115,2017,Colts,49ers,False,2017-10-08,IND,SF
447,"October 8, 2017 1:00 PM",Titans,at Dolphins,-1.0,41.5,104,-114,2017,Dolphins,Titans,False,2017-10-08,MIA,TEN
448,"October 8, 2017 1:00 PM",at Eagles,Cardinals,-6.0,44.5,230,-250,2017,Eagles,Cardinals,True,2017-10-08,PHI,ARI
449,"October 8, 2017 1:00 PM",at Bengals,Bills,-3.0,39.5,140,-150,2017,Bengals,Bills,True,2017-10-08,CIN,BUF
450,"October 8, 2017 1:00 PM",at Lions,Panthers,-2.0,41.5,113,-123,2017,Lions,Panthers,True,2017-10-08,DET,CAR
451,"October 8, 2017 1:00 PM",at Steelers,Jaguars,-7.0,41.0,280,-310,2017,Steelers,Jaguars,True,2017-10-08,PIT,JAX
452,"October 8, 2017 1:00 PM",at Giants,Chargers,-3.0,45.5,150,-160,2017,Giants,Chargers,True,2017-10-08,NYG,LAC
453,"October 8, 2017 4:05 PM",at Raiders,Ravens,-3.0,40.5,140,-150,2017,Raiders,Ravens,True,2017-10-08,LV,BAL
454,"October 8, 2017 4:05 PM",at Rams,Seahawks,-2.0,46.5,113,-123,2017,Rams,Seahawks,True,2017-10-08,LAR,SEA
455,"October 8, 2017 4:25 PM",at Cowboys,Packers,-2.5,52.0,123,-133,2017,Cowboys,Packers,True,2017-10-08,DAL,GB
456,"October 8, 2017 8:30 PM",Chiefs,at Texans,-1.5,45.5,-120,110,2017,Texans,Chiefs,False,2017-10-08,HOU,KC
457,"October 9, 2017 8:30 PM",Vikings,at Bears,-3.5,41.0,-185,170,2017,Bears,Vikings,False,2017-10-09,CHI,MIN
458,"October 12, 2017 8:25 PM",at Panthers,Eagles,-3.0,44.0,135,-145,2017,Panthers,Eagles,True,2017-10-12,CAR,PHI
459,"October 15, 2017 1:00 PM",at Commanders,49ers,-11.5,46.5,475,-560,2017,Commanders,49ers,True,2017-10-15,WAS,SF
460,"October 15, 2017 1:00 PM",at Ravens,Bears,-5.0,39.5,190,-210,2017,Ravens,Bears,True,2017-10-15,BAL,CHI
461,"October 15, 2017 1:00 PM",at Texans,Browns,-7.0,46.0,310,-340,2017,Texans,Browns,True,2017-10-15,HOU,CLE
462,"October 15, 2017 1:00 PM",at Saints,Lions,-5.5,50.5,210,-230,2017,Saints,Lions,True,2017-10-15,NO,DET
463,"October 15, 2017 1:00 PM",Packers,at Vikings,-3.0,46.0,-152,142,2017,Vikings,Packers,False,2017-10-15,MIN,GB
464,"October 15, 2017 1:00 PM",at Falcons,Dolphins,-14.0,46.0,680,-870,2017,Falcons,Dolphins,True,2017-10-15,ATL,MIA
465,"October 15, 2017 1:00 PM",Patriots,at Jets,-9.5,48.5,-420,375,2017,Jets,Patriots,False,2017-10-15,NYJ,NE
466,"October 15, 2017 4:05 PM",Rams,at Jaguars,-1.0,42.0,103,-113,2017,Jaguars,Rams,False,2017-10-15,JAX,LAR
467,"October 15, 2017 4:05 PM",Buccaneers,at Cardinals,-2.5,46.5,-135,125,2017,Cardinals,Buccaneers,False,2017-10-15,ARI,TB
468,"October 15, 2017 4:25 PM",at Chiefs,Steelers,-3.5,46.0,168,-180,2017,Chiefs,Steelers,True,2017-10-15,KC,PIT
469,"October 15, 2017 4:25 PM",at Raiders,Chargers,-3.0,48.0,145,-155,2017,Raiders,Chargers,True,2017-10-15,LV,LAC
470,"October 15, 2017 8:30 PM",at Broncos,Giants,-13.5,37.5,590,-735,2017,Broncos,Giants,True,2017-10-15,DEN,NYG
471,"October 16, 2017 8:30 PM",at Titans,Colts,-6.5,46.0,248,-270,2017,Titans,Colts,True,2017-10-16,TEN,IND
472,"October 19, 2017 8:25 PM",Chiefs,at Raiders,-3.0,46.5,-145,135,2017,Raiders,Chiefs,False,2017-10-19,LV,KC
473,"October 22, 2017 1:00 PM",Saints,at Packers,-3.5,45.5,-175,165,2017,Packers,Saints,False,2017-10-22,GB,NO
474,"October 22, 2017 1:00 PM",at Dolphins,Jets,-3.0,40.0,145,-155,2017,Dolphins,Jets,True,2017-10-22,MIA,NYJ
475,"October 22, 2017 1:00 PM",at Rams,Cardinals,-3.0,45.5,150,-160,2017,Rams,Cardinals,True,2017-10-22,LAR,ARI
476,"October 22, 2017 1:00 PM",at Vikings,Ravens,-5.5,37.5,210,-230,2017,Vikings,Ravens,True,2017-10-22,MIN,BAL
477,"October 22, 2017 1:00 PM",Panthers,at Bears,-2.5,39.5,-145,135,2017,Bears,Panthers,False,2017-10-22,CHI,CAR
478,"October 22, 2017 1:00 PM",at Bills,Buccaneers,-3.0,46.5,155,-165,2017,Bills,Buccaneers,True,2017-10-22,BUF,TB
479,"October 22, 2017 1:00 PM",Titans,at Browns,-6.0,42.5,-230,210,2017,Browns,Titans,False,2017-10-22,CLE,TEN
480,"October 22, 2017 1:00 PM",Jaguars,at Colts,-3.0,41.0,-150,140,2017,Colts,Jaguars,False,2017-10-22,IND,JAX
481,"October 22, 2017 4:05 PM",Cowboys,at 49ers,-6.0,48.0,-260,240,2017,49ers,Cowboys,False,2017-10-22,SF,DAL
482,"October 22, 2017 4:25 PM",Broncos,at Chargers,-1.0,41.0,-107,-103,2017,Chargers,Broncos,False,2017-10-22,LAC,DEN
483,"October 22, 2017 4:25 PM",at Steelers,Bengals,-4.5,40.0,190,-210,2017,Steelers,Bengals,True,2017-10-22,PIT,CIN
484,"October 22, 2017 4:25 PM",Seahawks,at Giants,-3.5,38.5,-185,170,2017,Giants,Seahawks,False,2017-10-22,NYG,SEA
485,"October 22, 2017 8:30 PM",at Patriots,Falcons,-2.5,56.5,130,-140,2017,Patriots,Falcons,True,2017-10-22,NE,ATL
486,"October 23, 2017 8:30 PM",at Eagles,Commanders,-5.5,48.5,205,-225,2017,Eagles,Commanders,True,2017-10-23,PHI,WAS
487,"October 26, 2017 8:25 PM",at Ravens,Dolphins,-3.0,38.0,140,-150,2017,Ravens,Dolphins,True,2017-10-26,BAL,MIA
488,"October 29, 2017 9:30 AM",Vikings,at Browns,-11.0,38.5,-525,450,2017,Browns,Vikings,False,2017-10-29,CLE,MIN
489,"October 29, 2017 1:00 PM",at Bengals,Colts,-10.5,44.0,420,-475,2017,Bengals,Colts,True,2017-10-29,CIN,IND
490,"October 29, 2017 1:00 PM",at Patriots,Chargers,-6.5,49.0,245,-265,2017,Patriots,Chargers,True,2017-10-29,NE,LAC
491,"October 29, 2017 1:00 PM",at Bills,Raiders,-2.0,47.5,112,-122,2017,Bills,Raiders,True,2017-10-29,BUF,LV
492,"October 29, 2017 1:00 PM",Falcons,at Jets,-6.5,44.0,-280,255,2017,Jets,Falcons,False,2017-10-29,NYJ,ATL
493,"October 29, 2017 1:00 PM",Panthers,at Buccaneers,-1.5,46.0,108,-118,2017,Buccaneers,Panthers,False,2017-10-29,TB,CAR
494,"October 29, 2017 1:00 PM",at Saints,Bears,-7.5,46.0,320,-355,2017,Saints,Bears,True,2017-10-29,NO,CHI
495,"October 29, 2017 1:00 PM",at Eagles,49ers,-12.5,45.0,600,-750,2017,Eagles,49ers,True,2017-10-29,PHI,SF
496,"October 29, 2017 4:05 PM",at Seahawks,Texans,-6.0,45.0,240,-260,2017,Seahawks,Texans,True,2017-10-29,SEA,HOU
497,"October 29, 2017 4:25 PM",Cowboys,at Commanders,-3.0,46.5,-158,148,2017,Commanders,Cowboys,False,2017-10-29,WAS,DAL
498,"October 29, 2017 8:30 PM",Steelers,at Lions,-3.0,44.5,-165,155,2017,Lions,Steelers,False,2017-10-29,DET,PIT
499,"October 30, 2017 8:30 PM",at Chiefs,Broncos,-7.0,42.0,285,-315,2017,Chiefs,Broncos,True,2017-10-30,KC,DEN
500,"November 2, 2017 8:25 PM",Bills,at Jets,-3.0,42.0,-170,160,2017,Jets,Bills,False,2017-11-02,NYJ,BUF
501,"November 5, 2017 1:00 PM",at Jaguars,Bengals,-6.0,38.0,215,-235,2017,Jaguars,Bengals,True,2017-11-05,JAX,CIN
502,"November 5, 2017 1:00 PM",at Eagles,Broncos,-7.0,41.0,265,-295,2017,Eagles,Broncos,True,2017-11-05,PHI,DEN
503,"November 5, 2017 1:00 PM",Falcons,at Panthers,-3.0,42.0,-150,140,2017,Panthers,Falcons,False,2017-11-05,CAR,ATL
504,"November 5, 2017 1:00 PM",at Titans,Ravens,-3.0,41.0,150,-160,2017,Titans,Ravens,True,2017-11-05,TEN,BAL
505,"November 5, 2017 1:00 PM",at Texans,Colts,-6.0,45.0,225,-245,2017,Texans,Colts,True,2017-11-05,HOU,IND
506,"November 5, 2017 1:00 PM",Rams,at Giants,-6.0,42.5,-245,225,2017,Giants,Rams,False,2017-11-05,NYG,LAR
507,"November 5, 2017 1:00 PM",at Saints,Buccaneers,-6.5,54.5,270,-300,2017,Saints,Buccaneers,True,2017-11-05,NO,TB
508,"November 5, 2017 4:05 PM",at Seahawks,Commanders,-8.0,44.0,335,-375,2017,Seahawks,Commanders,True,2017-11-05,SEA,WAS
509,"November 5, 2017 4:05 PM",Cardinals,at 49ers,-2.5,39.5,-128,118,2017,49ers,Cardinals,False,2017-11-05,SF,ARI
510,"November 5, 2017 4:25 PM",at Cowboys,Chiefs,-2.5,53.0,120,-130,2017,Cowboys,Chiefs,True,2017-11-05,DAL,KC
511,"November 5, 2017 8:30 PM",Raiders,at Dolphins,-3.0,44.5,-160,150,2017,Dolphins,Raiders,False,2017-11-05,MIA,LV
512,"November 6, 2017 8:30 PM",Lions,at Packers,-2.5,43.0,-130,120,2017,Packers,Lions,False,2017-11-06,GB,DET
513,"September 6, 2018 8:20 PM",Falcons,at Eagles,-1.0,44.5,-105,-105,2018,Eagles,Falcons,False,2018-09-06,PHI,ATL
514,"September 9, 2018 1:00 PM",at Ravens,Bills,-7.5,38.5,310,-340,2018,Ravens,Bills,True,2018-09-09,BAL,BUF
515,"September 9, 2018 1:00 PM",Bengals,at Colts,-1.0,47.5,-112,102,2018,Colts,Bengals,False,2018-09-09,IND,CIN
516,"September 9, 2018 1:00 PM",at Patriots,Texans,-6.0,49.0,225,-245,2018,Patriots,Texans,True,2018-09-09,NE,HOU
517,"September 9, 2018 1:00 PM",Jaguars,at Giants,-2.5,42.5,-133,123,2018,Giants,Jaguars,False,2018-09-09,NYG,JAX
518,"September 9, 2018 1:00 PM",at Vikings,49ers,-6.0,46.5,240,-260,2018,Vikings,49ers,True,2018-09-09,MIN,SF
519,"September 9, 2018 1:00 PM",at Saints,Buccaneers,-10.0,50.0,400,-450,2018,Saints,Buccaneers,True,2018-09-09,NO,TB
520,"September 9, 2018 1:00 PM",Titans,at Dolphins,-1.0,43.5,-102,-108,2018,Dolphins,Titans,False,2018-09-09,MIA,TEN
521,"September 9, 2018 1:00 PM",Steelers,at Browns,-3.5,41.0,-170,160,2018,Browns,Steelers,False,2018-09-09,CLE,PIT
522,"September 9, 2018 4:05 PM",at Chargers,Chiefs,-3.5,48.0,170,-185,2018,Chargers,Chiefs,True,2018-09-09,LAC,KC
523,"September 9, 2018 4:25 PM",at Panthers,Cowboys,-2.5,42.0,135,-145,2018,Panthers,Cowboys,True,2018-09-09,CAR,DAL
524,"September 9, 2018 4:25 PM",at Broncos,Seahawks,-3.0,42.5,160,-170,2018,Broncos,Seahawks,True,2018-09-09,DEN,SEA
525,"September 9, 2018 4:25 PM",Commanders,at Cardinals,-1.5,43.5,111,-121,2018,Cardinals,Commanders,False,2018-09-09,ARI,WAS
526,"September 9, 2018 8:20 PM",at Packers,Bears,-6.5,45.0,255,-280,2018,Packers,Bears,True,2018-09-09,GB,CHI
527,"September 10, 2018 7:10 PM",at Lions,Jets,-7.0,44.0,285,-315,2018,Lions,Jets,True,2018-09-10,DET,NYJ
528,"September 10, 2018 10:20 PM",Rams,at Raiders,-6.0,47.5,-250,230,2018,Raiders,Rams,False,2018-09-10,LV,LAR
529,"November 8, 2018 8:20 PM",at Steelers,Panthers,-3.5,51.0,170,-185,2018,Steelers,Panthers,True,2018-11-08,PIT,CAR
530,"November 11, 2018 1:00 PM",at Chiefs,Cardinals,-17.0,49.5,1150,-1450,2018,Chiefs,Cardinals,True,2018-11-11,KC,ARI
531,"November 11, 2018 1:00 PM",Falcons,at Browns,-5.5,49.0,-240,220,2018,Browns,Falcons,False,2018-11-11,CLE,ATL
532,"November 11, 2018 1:00 PM",at Jets,Bills,-7.0,37.5,260,-290,2018,Jets,Bills,True,2018-11-11,NYJ,BUF
533,"November 11, 2018 1:00 PM",at Bears,Lions,-7.5,45.0,290,-320,2018,Bears,Lions,True,2018-11-11,CHI,DET
534,"November 11, 2018 1:00 PM",at Colts,Jaguars,-3.0,48.0,148,-158,2018,Colts,Jaguars,True,2018-11-11,IND,JAX
535,"November 11, 2018 1:00 PM",Patriots,at Titans,-6.5,46.5,-260,240,2018,Titans,Patriots,False,2018-11-11,TEN,NE
536,"November 11, 2018 1:00 PM",Saints,at Bengals,-6.0,53.0,-260,240,2018,Bengals,Saints,False,2018-11-11,CIN,NO
537,"November 11, 2018 1:00 PM",at Buccaneers,Commanders,-3.5,51.0,160,-170,2018,Buccaneers,Commanders,True,2018-11-11,TB,WAS
538,"November 11, 2018 4:05 PM",Chargers,at Raiders,-10.0,50.5,-475,420,2018,Raiders,Chargers,False,2018-11-11,LV,LAC
539,"November 11, 2018 4:25 PM",at Packers,Dolphins,-12.5,48.5,540,-660,2018,Packers,Dolphins,True,2018-11-11,GB,MIA
540,"November 11, 2018 4:25 PM",at Rams,Seahawks,-9.5,51.0,380,-430,2018,Rams,Seahawks,True,2018-11-11,LAR,SEA
541,"November 11, 2018 8:20 PM",at Eagles,Cowboys,-7.5,45.5,315,-345,2018,Eagles,Cowboys,True,2018-11-11,PHI,DAL
542,"November 12, 2018 8:15 PM",at 49ers,Giants,-3.0,45.0,152,-162,2018,49ers,Giants,True,2018-11-12,SF,NYG
543,"November 15, 2018 8:20 PM",at Seahawks,Packers,-3.0,49.0,145,-155,2018,Seahawks,Packers,True,2018-11-15,SEA,GB
544,"November 18, 2018 1:00 PM",Texans,at Commanders,-3.0,40.5,-157,147,2018,Commanders,Texans,False,2018-11-18,WAS,HOU
545,"November 18, 2018 1:00 PM",Panthers,at Lions,-4.0,48.5,-200,185,2018,Lions,Panthers,False,2018-11-18,DET,CAR
546,"November 18, 2018 1:00 PM",at Ravens,Bengals,-6.5,43.5,240,-260,2018,Ravens,Bengals,True,2018-11-18,BAL,CIN
547,"November 18, 2018 1:00 PM",at Falcons,Cowboys,-3.5,49.5,170,-185,2018,Falcons,Cowboys,True,2018-11-18,ATL,DAL
548,"November 18, 2018 1:00 PM",Steelers,at Jaguars,-4.0,47.0,-195,180,2018,Jaguars,Steelers,False,2018-11-18,JAX,PIT
549,"November 18, 2018 1:00 PM",at Giants,Buccaneers,-3.0,54.0,153,-163,2018,Giants,Buccaneers,True,2018-11-18,NYG,TB
550,"November 18, 2018 1:00 PM",Titans,at Colts,-1.5,50.0,110,-120,2018,Colts,Titans,False,2018-11-18,IND,TEN
551,"November 18, 2018 4:05 PM",at Chargers,Broncos,-7.0,47.0,280,-310,2018,Chargers,Broncos,True,2018-11-18,LAC,DEN
552,"November 18, 2018 4:05 PM",at Cardinals,Raiders,-4.5,41.0,185,-200,2018,Cardinals,Raiders,True,2018-11-18,ARI,LV
553,"November 18, 2018 4:25 PM",at Saints,Eagles,-7.0,56.5,270,-300,2018,Saints,Eagles,True,2018-11-18,NO,PHI
554,"November 18, 2018 8:20 PM",at Bears,Vikings,-2.5,44.0,130,-140,2018,Bears,Vikings,True,2018-11-18,CHI,MIN
555,"November 19, 2018 8:15 PM",at Rams,Chiefs,-3.0,63.5,160,-170,2018,Rams,Chiefs,True,2018-11-19,LAR,KC
556,"November 22, 2018 12:30 PM",Bears,at Lions,-3.0,42.5,-165,155,2018,Lions,Bears,False,2018-11-22,DET,CHI
557,"November 22, 2018 4:30 PM",at Cowboys,Commanders,-7.0,40.0,290,-320,2018,Cowboys,Commanders,True,2018-11-22,DAL,WAS
558,"November 22, 2018 8:20 PM",at Saints,Falcons,-12.0,61.0,500,-600,2018,Saints,Falcons,True,2018-11-22,NO,ATL
559,"November 25, 2018 1:00 PM",Browns,at Bengals,-1.0,47.0,-112,102,2018,Bengals,Browns,False,2018-11-25,CIN,CLE
560,"November 25, 2018 1:00 PM",Jaguars,at Bills,-3.0,36.5,-157,147,2018,Bills,Jaguars,False,2018-11-25,BUF,JAX
561,"November 25, 2018 1:00 PM",at Ravens,Raiders,-12.5,42.0,568,-700,2018,Ravens,Raiders,True,2018-11-25,BAL,LV
562,"November 25, 2018 1:00 PM",Patriots,at Jets,-12.5,47.0,-660,540,2018,Jets,Patriots,False,2018-11-25,NYJ,NE
563,"November 25, 2018 1:00 PM",at Eagles,Giants,-5.0,49.5,190,-210,2018,Eagles,Giants,True,2018-11-25,PHI,NYG
564,"November 25, 2018 1:00 PM",at Panthers,Seahawks,-3.0,46.5,150,-160,2018,Panthers,Seahawks,True,2018-11-25,CAR,SEA
565,"November 25, 2018 1:00 PM",at Buccaneers,49ers,-2.0,54.5,115,-125,2018,Buccaneers,49ers,True,2018-11-25,TB,SF
566,"November 25, 2018 4:05 PM",at Chargers,Cardinals,-14.0,43.0,725,-925,2018,Chargers,Cardinals,True,2018-11-25,LAC,ARI
567,"November 25, 2018 4:25 PM",Steelers,at Broncos,-3.0,47.5,-155,145,2018,Broncos,Steelers,False,2018-11-25,DEN,PIT
568,"November 25, 2018 4:25 PM",at Colts,Dolphins,-8.5,52.5,330,-370,2018,Colts,Dolphins,True,2018-11-25,IND,MIA
569,"November 25, 2018 8:20 PM",at Vikings,Packers,-3.5,48.5,170,-185,2018,Vikings,Packers,True,2018-11-25,MIN,GB
570,"November 26, 2018 8:15 PM",at Texans,Titans,-3.5,42.5,170,-185,2018,Texans,Titans,True,2018-11-26,HOU,TEN
571,"November 29, 2018 8:20 PM",Saints,at Cowboys,-7.0,51.5,-335,305,2018,Cowboys,Saints,False,2018-11-29,DAL,NO
572,"December 2, 2018 1:00 PM",Rams,at Lions,-10.0,54.0,-450,400,2018,Lions,Rams,False,2018-12-02,DET,LAR
573,"December 2, 2018 1:00 PM",at Packers,Cardinals,-13.0,41.0,610,-765,2018,Packers,Cardinals,True,2018-12-02,GB,ARI
574,"December 2, 2018 1:00 PM",at Falcons,Ravens,-2.5,46.5,125,-135,2018,Falcons,Ravens,True,2018-12-02,ATL,BAL
575,"December 2, 2018 1:00 PM",at Dolphins,Bills,-3.5,39.5,175,-190,2018,Dolphins,Bills,True,2018-12-02,MIA,BUF
576,"December 2, 2018 1:00 PM",Panthers,at Buccaneers,-3.5,51.5,-178,167,2018,Buccaneers,Panthers,False,2018-12-02,TB,CAR
577,"December 2, 2018 1:00 PM",Bears,at Giants,-4.0,43.5,-190,175,2018,Giants,Bears,False,2018-12-02,NYG,CHI
578,"December 2, 2018 1:00 PM",at Texans,Browns,-5.5,47.5,200,-220,2018,Texans,Browns,True,2018-12-02,HOU,CLE
579,"December 2, 2018 1:00 PM",Broncos,at Bengals,-4.0,44.5,-190,175,2018,Bengals,Broncos,False,2018-12-02,CIN,DEN
580,"December 2, 2018 1:00 PM",Colts,at Jaguars,-4.0,45.5,-205,188,2018,Jaguars,Colts,False,2018-12-02,JAX,IND
581,"December 2, 2018 4:05 PM",Chiefs,at Raiders,-14.0,53.5,-900,700,2018,Raiders,Chiefs,False,2018-12-02,LV,KC
582,"December 2, 2018 4:05 PM",at Titans,Jets,-9.5,40.0,380,-430,2018,Titans,Jets,True,2018-12-02,TEN,NYJ
583,"December 2, 2018 4:25 PM",at Seahawks,49ers,-9.5,45.0,390,-440,2018,Seahawks,49ers,True,2018-12-02,SEA,SF
584,"December 2, 2018 4:25 PM",at Patriots,Vikings,-6.0,49.0,220,-240,2018,Patriots,Vikings,True,2018-12-02,NE,MIN
585,"December 2, 2018 8:20 PM",at Steelers,Chargers,-3.0,53.5,160,-170,2018,Steelers,Chargers,True,2018-12-02,PIT,LAC
586,"December 3, 2018 8:15 PM",at Eagles,Commanders,-6.0,45.0,220,-240,2018,Eagles,Commanders,True,2018-12-03,PHI,WAS
587,"December 6, 2018 8:20 PM",at Titans,Jaguars,-5.5,37.0,215,-235,2018,Titans,Jaguars,True,2018-12-06,TEN,JAX
588,"December 9, 2018 1:00 PM",at Texans,Colts,-4.0,49.0,180,-195,2018,Texans,Colts,True,2018-12-09,HOU,IND
589,"December 9, 2018 1:00 PM",at Packers,Falcons,-4.0,50.5,170,-185,2018,Packers,Falcons,True,2018-12-09,GB,ATL
590,"December 9, 2018 1:00 PM",at Chiefs,Ravens,-6.5,48.5,245,-265,2018,Chiefs,Ravens,True,2018-12-09,KC,BAL
591,"December 9, 2018 1:00 PM",Panthers,at Browns,-1.0,48.0,-105,-105,2018,Browns,Panthers,False,2018-12-09,CLE,CAR
592,"December 9, 2018 1:00 PM",Patriots,at Dolphins,-9.5,49.5,-420,375,2018,Dolphins,Patriots,False,2018-12-09,MIA,NE
593,"December 9, 2018 1:00 PM",Saints,at Buccaneers,-9.0,55.0,-410,365,2018,Buccaneers,Saints,False,2018-12-09,TB,NO
594,"December 9, 2018 1:00 PM",Giants,at Commanders,-3.0,40.0,-158,148,2018,Commanders,Giants,False,2018-12-09,WAS,NYG
595,"December 9, 2018 1:00 PM",at Bills,Jets,-4.5,37.0,188,-205,2018,Bills,Jets,True,2018-12-09,BUF,NYJ
596,"December 9, 2018 4:05 PM",at Chargers,Bengals,-16.5,48.5,950,-1150,2018,Chargers,Bengals,True,2018-12-09,LAC,CIN
597,"December 9, 2018 4:05 PM",Broncos,at 49ers,-3.0,45.5,-152,142,2018,49ers,Broncos,False,2018-12-09,SF,DEN
598,"December 9, 2018 4:25 PM",Lions,at Cardinals,-2.5,39.5,-130,120,2018,Cardinals,Lions,False,2018-12-09,ARI,DET
599,"December 9, 2018 4:25 PM",at Cowboys,Eagles,-3.0,45.5,163,-173,2018,Cowboys,Eagles,True,2018-12-09,DAL,PHI
600,"December 9, 2018 4:25 PM",Steelers,at Raiders,-9.5,51.0,-475,420,2018,Raiders,Steelers,False,2018-12-09,LV,PIT
601,"December 9, 2018 8:20 PM",Rams,at Bears,-3.0,51.0,-147,137,2018,Bears,Rams,False,2018-12-09,CHI,LAR
602,"December 10, 2018 8:15 PM",at Seahawks,Vikings,-3.0,45.5,146,-156,2018,Seahawks,Vikings,True,2018-12-10,SEA,MIN
603,"December 13, 2018 8:20 PM",at Chiefs,Chargers,-4.0,54.5,177,-192,2018,Chiefs,Chargers,True,2018-12-13,KC,LAC
